,STNAME,CTYNAME,YEAR,TOT_POP
1135,Virginia,Fairfax County,2012,1121834
1136,Virginia,Fairfax County,2013,1135460
1137,Virginia,Fairfax County,2014,1139292
1138,Virginia,Fairfax County,2015,1142197
1139,Virginia,Fairfax County,2016,1144636
1140,Virginia,Fairfax County,2017,1148433
1141,Virginia,Fauquier County,2011,66063
1142,Virginia,Fauquier County,2012,66591
1143,Virginia,Fauquier County,2013,67174
1144,Virginia,Fauquier County,2014,68161
1145,Virginia,Fauquier County,2015,68445
1146,Virginia,Fauquier County,2016,68784
1147,Virginia,Fauquier County,2017,69465
1148,Virginia,Floyd County,2011,15399
1149,Virginia,Floyd County,2012,15431
1150,Virginia,Floyd County,2013,15482
1151,Virginia,Floyd County,2014,15526
1152,Virginia,Floyd County,2015,15547
1153,Virginia,Floyd County,2016,15658
1154,Virginia,Floyd County,2017,15755
1155,Virginia,Fluvanna County,2011,25956
1156,Virginia,Fluvanna County,2012,25885
1157,Virginia,Fluvanna County,2013,25826
1158,Virginia,Fluvanna County,2014,25974
1159,Virginia,Fluvanna County,2015,26122
1160,Virginia,Fluvanna County,2016,26169
1161,Virginia,Fluvanna County,2017,26452
1162,Virginia,Franklin County,2011,56343
1163,Virginia,Franklin County,2012,56299
1164,Virginia,Franklin County,2013,56279
1165,Virginia,Franklin County,2014,56272
1166,Virginia,Franklin County,2015,56231
1167,Virginia,Franklin County,2016,56159
1168,Virginia,Franklin County,2017,56445
1169,Virginia,Frederick County,2011,79528
1170,Virginia,Frederick County,2012,80259
1171,Virginia,Frederick County,2013,81501
1172,Virginia,Frederick County,2014,82740
1173,Virginia,Frederick County,2015,83512
1174,Virginia,Frederick County,2016,84684
1175,Virginia,Frederick County,2017,86484
1176,Virginia,Giles County,2011,17149
1177,Virginia,Giles County,2012,17017
1178,Virginia,Giles County,2013,16986
1179,Virginia,Giles County,2014,16851
1180,Virginia,Giles County,2015,16773
1181,Virginia,Giles County,2016,16887
1182,Virginia,Giles County,2017,16837
1183,Virginia,Gloucester County,2011,36885
1184,Virginia,Gloucester County,2012,36834
1185,Virginia,Gloucester County,2013,36765
1186,Virginia,Gloucester County,2014,37019
1187,Virginia,Gloucester County,2015,36999
1188,Virginia,Gloucester County,2016,37101
1189,Virginia,Gloucester County,2017,37292
1190,Virginia,Goochland County,2011,21377
1191,Virginia,Goochland County,2012,21279
1192,Virginia,Goochland County,2013,21569
1193,Virginia,Goochland County,2014,21851
1194,Virginia,Goochland County,2015,22159
1195,Virginia,Goochland County,2016,22475
1196,Virginia,Goochland County,2017,22685
1197,Virginia,Grayson County,2011,15366
1198,Virginia,Grayson County,2012,15143
1199,Virginia,Grayson County,2013,15131
1200,Virginia,Grayson County,2014,15921
1201,Virginia,Grayson County,2015,15953
1202,Virginia,Grayson County,2016,15869
1203,Virginia,Grayson County,2017,15665
1204,Virginia,Greene County,2011,18667
1205,Virginia,Greene County,2012,18816
1206,Virginia,Greene County,2013,18842
1207,Virginia,Greene County,2014,19092
1208,Virginia,Greene County,2015,19190
1209,Virginia,Greene County,2016,19331
1210,Virginia,Greene County,2017,19612
1211,Virginia,Greensville County,2011,11966
1212,Virginia,Greensville County,2012,11718
1213,Virginia,Greensville County,2013,11594
1214,Virginia,Greensville County,2014,11473
1215,Virginia,Greensville County,2015,11731
1216,Virginia,Greensville County,2016,11551
1217,Virginia,Greensville County,2017,11679
1218,Virginia,Halifax County,2011,35976
1219,Virginia,Halifax County,2012,35717
1220,Virginia,Halifax County,2013,35370
1221,Virginia,Halifax County,2014,35181
1222,Virginia,Halifax County,2015,35070
1223,Virginia,Halifax County,2016,34964
1224,Virginia,Halifax County,2017,34563
1225,Virginia,Hanover County,2011,99906
1226,Virginia,Hanover County,2012,100344
1227,Virginia,Hanover County,2013,101066
1228,Virginia,Hanover County,2014,101709
1229,Virginia,Hanover County,2015,103045
1230,Virginia,Hanover County,2016,104347
1231,Virginia,Hanover County,2017,105923
1232,Virginia,Henrico County,2011,310812
1233,Virginia,Henrico County,2012,315830
1234,Virginia,Henrico County,2013,319197
1235,Virginia,Henrico County,2014,322391
1236,Virginia,Henrico County,2015,324732
1237,Virginia,Henrico County,2016,326147
1238,Virginia,Henrico County,2017,327898
1239,Virginia,Henry County,2011,53553
1240,Virginia,Henry County,2012,53119
1241,Virginia,Henry County,2013,52761
1242,Virginia,Henry County,2014,52253
1243,Virginia,Henry County,2015,51936
1244,Virginia,Henry County,2016,51604
1245,Virginia,Henry County,2017,51227
1246,Virginia,Highland County,2011,2259
1247,Virginia,Highland County,2012,2234
1248,Virginia,Highland County,2013,2205
1249,Virginia,Highland County,2014,2238
1250,Virginia,Highland County,2015,2196
1251,Virginia,Highland County,2016,2212
1252,Virginia,Highland County,2017,2212
1253,Virginia,Isle of Wight County,2011,35289
1254,Virginia,Isle of Wight County,2012,35339
1255,Virginia,Isle of Wight County,2013,35529
1256,Virginia,Isle of Wight County,2014,35874
1257,Virginia,Isle of Wight County,2015,36171
1258,Virginia,Isle of Wight County,2016,36324
1259,Virginia,Isle of Wight County,2017,36552
1260,Virginia,James City County,2011,68316
1261,Virginia,James City County,2012,69418
1262,Virginia,James City County,2013,70628
1263,Virginia,James City County,2014,72082
1264,Virginia,James City County,2015,72838
1265,Virginia,James City County,2016,74069
1266,Virginia,James City County,2017,75524
1267,Virginia,King and Queen County,2011,6986
1268,Virginia,King and Queen County,2012,7009
1269,Virginia,King and Queen County,2013,7026
1270,Virginia,King and Queen County,2014,7081
1271,Virginia,King and Queen County,2015,7082
1272,Virginia,King and Queen County,2016,7067
1273,Virginia,King and Queen County,2017,7003
1274,Virginia,King George County,2011,24278
1275,Virginia,King George County,2012,24610
1276,Virginia,King George County,2013,24906
1277,Virginia,King George County,2014,25265
1278,Virginia,King George County,2015,25395
1279,Virginia,King George County,2016,25918
1280,Virginia,King George County,2017,26337
1281,Virginia,King William County,2011,16015
1282,Virginia,King William County,2012,15977
1283,Virginia,King William County,2013,16095
1284,Virginia,King William County,2014,16148
1285,Virginia,King William County,2015,16281
1286,Virginia,King William County,2016,16412
1287,Virginia,King William County,2017,16708
1288,Virginia,Lancaster County,2011,11276
1289,Virginia,Lancaster County,2012,11125
1290,Virginia,Lancaster County,2013,10966
1291,Virginia,Lancaster County,2014,10874
1292,Virginia,Lancaster County,2015,10836
1293,Virginia,Lancaster County,2016,10778
1294,Virginia,Lancaster County,2017,10788
1295,Virginia,Lee County,2011,25533
1296,Virginia,Lee County,2012,25421
1297,Virginia,Lee County,2013,25068
1298,Virginia,Lee County,2014,24715
1299,Virginia,Lee County,2015,24547
1300,Virginia,Lee County,2016,24051
1301,Virginia,Lee County,2017,23758
1302,Virginia,Loudoun County,2011,326896
1303,Virginia,Loudoun County,2012,338275
1304,Virginia,Loudoun County,2013,350858
1305,Virginia,Loudoun County,2014,362874
1306,Virginia,Loudoun County,2015,374697
1307,Virginia,Loudoun County,2016,386279
1308,Virginia,Loudoun County,2017,398080
1309,Virginia,Louisa County,2011,33461
1310,Virginia,Louisa County,2012,33499
1311,Virginia,Louisa County,2013,33993
1312,Virginia,Louisa County,2014,34319
1313,Virginia,Louisa County,2015,34618
1314,Virginia,Louisa County,2016,35276
1315,Virginia,Louisa County,2017,35860
1316,Virginia,Lunenburg County,2011,12911
1317,Virginia,Lunenburg County,2012,12638
1318,Virginia,Lunenburg County,2013,12531
1319,Virginia,Lunenburg County,2014,12481
1320,Virginia,Lunenburg County,2015,12330
1321,Virginia,Lunenburg County,2016,12266
1322,Virginia,Lunenburg County,2017,12235
1323,Virginia,Madison County,2011,13142
1324,Virginia,Madison County,2012,13133
1325,Virginia,Madison County,2013,13093
1326,Virginia,Madison County,2014,13028
1327,Virginia,Madison County,2015,13034
1328,Virginia,Madison County,2016,13108
1329,Virginia,Madison County,2017,13277
1330,Virginia,Mathews County,2011,8943
1331,Virginia,Mathews County,2012,8910
1332,Virginia,Mathews County,2013,8899
1333,Virginia,Mathews County,2014,8815
1334,Virginia,Mathews County,2015,8849
1335,Virginia,Mathews County,2016,8806
1336,Virginia,Mathews County,2017,8779
1337,Virginia,Mecklenburg County,2011,32567
1338,Virginia,Mecklenburg County,2012,31692
1339,Virginia,Mecklenburg County,2013,31249
1340,Virginia,Mecklenburg County,2014,31122
1341,Virginia,Mecklenburg County,2015,30951
1342,Virginia,Mecklenburg County,2016,30786
1343,Virginia,Mecklenburg County,2017,30686
1344,Virginia,Middlesex County,2011,10851
1345,Virginia,Middlesex County,2012,10845
1346,Virginia,Middlesex County,2013,10776
1347,Virginia,Middlesex County,2014,10650
1348,Virginia,Middlesex County,2015,10678
1349,Virginia,Middlesex County,2016,10768
1350,Virginia,Middlesex County,2017,10679
1351,Virginia,Montgomery County,2011,94841
1352,Virginia,Montgomery County,2012,95671
1353,Virginia,Montgomery County,2013,96726
1354,Virginia,Montgomery County,2014,97250
1355,Virginia,Montgomery County,2015,97485
1356,Virginia,Montgomery County,2016,98440
1357,Virginia,Montgomery County,2017,98559
1358,Virginia,Nelson County,2011,15018
1359,Virginia,Nelson County,2012,14803
1360,Virginia,Nelson County,2013,14803
1361,Virginia,Nelson County,2014,14883
1362,Virginia,Nelson County,2015,14790
1363,Virginia,Nelson County,2016,14895
1364,Virginia,Nelson County,2017,14943
1365,Virginia,New Kent County,2011,18766
1366,Virginia,New Kent County,2012,19149
1367,Virginia,New Kent County,2013,19509
1368,Virginia,New Kent County,2014,20014
1369,Virginia,New Kent County,2015,20382
1370,Virginia,New Kent County,2016,21030
1371,Virginia,New Kent County,2017,21682
1372,Virginia,Northampton County,2011,12406
1373,Virginia,Northampton County,2012,12218
1374,Virginia,Northampton County,2013,12024
1375,Virginia,Northampton County,2014,12032
1376,Virginia,Northampton County,2015,12084
1377,Virginia,Northampton County,2016,12006
1378,Virginia,Northampton County,2017,11846
1379,Virginia,Northumberland County,2011,12453
1380,Virginia,Northumberland County,2012,12423
1381,Virginia,Northumberland County,2013,12298
1382,Virginia,Northumberland County,2014,12256
1383,Virginia,Northumberland County,2015,12247
1384,Virginia,Northumberland County,2016,12195
1385,Virginia,Northumberland County,2017,12275
1386,Virginia,Nottoway County,2011,15878
1387,Virginia,Nottoway County,2012,15756
1388,Virginia,Nottoway County,2013,15629
1389,Virginia,Nottoway County,2014,15506
1390,Virginia,Nottoway County,2015,15604
1391,Virginia,Nottoway County,2016,15510
1392,Virginia,Nottoway County,2017,15434
1393,Virginia,Orange County,2011,33998
1394,Virginia,Orange County,2012,34280
1395,Virginia,Orange County,2013,34626
1396,Virginia,Orange County,2014,34937
1397,Virginia,Orange County,2015,35209
1398,Virginia,Orange County,2016,35481
1399,Virginia,Orange County,2017,36073
1400,Virginia,Page County,2011,23953
1401,Virginia,Page County,2012,23839
1402,Virginia,Page County,2013,23722
1403,Virginia,Page County,2014,23779
1404,Virginia,Page County,2015,23649
1405,Virginia,Page County,2016,23591
1406,Virginia,Page County,2017,23731
1407,Virginia,Patrick County,2011,18329
1408,Virginia,Patrick County,2012,18326
1409,Virginia,Patrick County,2013,18243
1410,Virginia,Patrick County,2014,18169
1411,Virginia,Patrick County,2015,17946
1412,Virginia,Patrick County,2016,17769
1413,Virginia,Patrick County,2017,17665
1414,Virginia,Pittsylvania County,2011,63259
1415,Virginia,Pittsylvania County,2012,62903
1416,Virginia,Pittsylvania County,2013,62559
1417,Virginia,Pittsylvania County,2014,62371
1418,Virginia,Pittsylvania County,2015,61987
1419,Virginia,Pittsylvania County,2016,61673
1420,Virginia,Pittsylvania County,2017,61258
1421,Virginia,Powhatan County,2011,28125
1422,Virginia,Powhatan County,2012,28171
1423,Virginia,Powhatan County,2013,28293
1424,Virginia,Powhatan County,2014,28483
1425,Virginia,Powhatan County,2015,28045
1426,Virginia,Powhatan County,2016,28398
1427,Virginia,Powhatan County,2017,28601
1428,Virginia,Prince Edward County,2011,23227
1429,Virginia,Prince Edward County,2012,23166
1430,Virginia,Prince Edward County,2013,22718
1431,Virginia,Prince Edward County,2014,22969
1432,Virginia,Prince Edward County,2015,23100
1433,Virginia,Prince Edward County,2016,23023
1434,Virginia,Prince Edward County,2017,22703
1435,Virginia,Prince George County,2011,36706
1436,Virginia,Prince George County,2012,37119
1437,Virginia,Prince George County,2013,37336
1438,Virginia,Prince George County,2014,37401
1439,Virginia,Prince George County,2015,38168
1440,Virginia,Prince George County,2016,37807
1441,Virginia,Prince George County,2017,37809
1442,Virginia,Prince William County,2011,419591
1443,Virginia,Prince William County,2012,430080
1444,Virginia,Prince William County,2013,438653
1445,Virginia,Prince William County,2014,444332
1446,Virginia,Prince William County,2015,451247
1447,Virginia,Prince William County,2016,456560
1448,Virginia,Prince William County,2017,463023
1449,Virginia,Pulaski County,2011,34736
1450,Virginia,Pulaski County,2012,34737
1451,Virginia,Pulaski County,2013,34544
1452,Virginia,Pulaski County,2014,34341
1453,Virginia,Pulaski County,2015,34340
1454,Virginia,Pulaski County,2016,34240
1455,Virginia,Pulaski County,2017,34184
1456,Virginia,Rappahannock County,2011,7472
1457,Virginia,Rappahannock County,2012,7405
1458,Virginia,Rappahannock County,2013,7424
1459,Virginia,Rappahannock County,2014,7331
1460,Virginia,Rappahannock County,2015,7384
1461,Virginia,Rappahannock County,2016,7333
1462,Virginia,Rappahannock County,2017,7321
1463,Virginia,Richmond County,2011,9207
1464,Virginia,Richmond County,2012,9082
1465,Virginia,Richmond County,2013,8956
1466,Virginia,Richmond County,2014,8890
1467,Virginia,Richmond County,2015,8795
1468,Virginia,Richmond County,2016,8784
1469,Virginia,Richmond County,2017,8939
1470,Virginia,Roanoke County,2011,92847
1471,Virginia,Roanoke County,2012,92746
1472,Virginia,Roanoke County,2013,93338
1473,Virginia,Roanoke County,2014,93368
1474,Virginia,Roanoke County,2015,93296
1475,Virginia,Roanoke County,2016,93363
1476,Virginia,Roanoke County,2017,93730
1477,Virginia,Rockbridge County,2011,22439
1478,Virginia,Rockbridge County,2012,22373
1479,Virginia,Rockbridge County,2013,22326
1480,Virginia,Rockbridge County,2014,22429
1481,Virginia,Rockbridge County,2015,22376
1482,Virginia,Rockbridge County,2016,22411
1483,Virginia,Rockbridge County,2017,22659
1484,Virginia,Rockingham County,2011,76849
1485,Virginia,Rockingham County,2012,77126
1486,Virginia,Rockingham County,2013,77417
1487,Virginia,Rockingham County,2014,77874
1488,Virginia,Rockingham County,2015,78450
1489,Virginia,Rockingham County,2016,79298
1490,Virginia,Rockingham County,2017,80227
1491,Virginia,Russell County,2011,28656
1492,Virginia,Russell County,2012,28400
1493,Virginia,Russell County,2013,28309
1494,Virginia,Russell County,2014,28046
1495,Virginia,Russell County,2015,27826
1496,Virginia,Russell County,2016,27394
1497,Virginia,Russell County,2017,27048
1498,Virginia,Scott County,2011,23061
1499,Virginia,Scott County,2012,22959
1500,Virginia,Scott County,2013,22774
1501,Virginia,Scott County,2014,22529
1502,Virginia,Scott County,2015,22256
1503,Virginia,Scott County,2016,22028
1504,Virginia,Scott County,2017,21865
1505,Virginia,Shenandoah County,2011,42262
1506,Virginia,Shenandoah County,2012,42532
1507,Virginia,Shenandoah County,2013,42512
1508,Virginia,Shenandoah County,2014,42743
1509,Virginia,Shenandoah County,2015,42864
1510,Virginia,Shenandoah County,2016,42928
1511,Virginia,Shenandoah County,2017,43225
1512,Virginia,Smyth County,2011,32044
1513,Virginia,Smyth County,2012,31903
1514,Virginia,Smyth County,2013,31773
1515,Virginia,Smyth County,2014,31573
1516,Virginia,Smyth County,2015,31413
1517,Virginia,Smyth County,2016,31075
1518,Virginia,Smyth County,2017,30656
1519,Virginia,Southampton County,2011,18631
1520,Virginia,Southampton County,2012,18504
1521,Virginia,Southampton County,2013,18327
1522,Virginia,Southampton County,2014,18222
1523,Virginia,Southampton County,2015,18129
1524,Virginia,Southampton County,2016,18019
1525,Virginia,Southampton County,2017,17750
1526,Virginia,Spotsylvania County,2011,124534
1527,Virginia,Spotsylvania County,2012,125833
1528,Virginia,Spotsylvania County,2013,127445
1529,Virginia,Spotsylvania County,2014,128880
1530,Virginia,Spotsylvania County,2015,130032
1531,Virginia,Spotsylvania County,2016,131405
1532,Virginia,Spotsylvania County,2017,133033
1533,Virginia,Stafford County,2011,132207
1534,Virginia,Stafford County,2012,133376
1535,Virginia,Stafford County,2013,135978
1536,Virginia,Stafford County,2014,138802
1537,Virginia,Stafford County,2015,140891
1538,Virginia,Stafford County,2016,143477
1539,Virginia,Stafford County,2017,146649
1540,Virginia,Surry County,2011,6923
1541,Virginia,Surry County,2012,6839
1542,Virginia,Surry County,2013,6788
1543,Virginia,Surry County,2014,6781
1544,Virginia,Surry County,2015,6670
1545,Virginia,Surry County,2016,6570
1546,Virginia,Surry County,2017,6540
1547,Virginia,Sussex County,2011,12085
1548,Virginia,Sussex County,2012,11917
1549,Virginia,Sussex County,2013,11763
1550,Virginia,Sussex County,2014,11723
1551,Virginia,Sussex County,2015,11689
1552,Virginia,Sussex County,2016,11426
1553,Virginia,Sussex County,2017,11373
1554,Virginia,Tazewell County,2011,44738
1555,Virginia,Tazewell County,2012,44277
1556,Virginia,Tazewell County,2013,44025
1557,Virginia,Tazewell County,2014,43382
1558,Virginia,Tazewell County,2015,42898
1559,Virginia,Tazewell County,2016,42046
1560,Virginia,Tazewell County,2017,41095
1561,Virginia,Warren County,2011,37623
1562,Virginia,Warren County,2012,37865
1563,Virginia,Warren County,2013,38476
1564,Virginia,Warren County,2014,38958
1565,Virginia,Warren County,2015,38891
1566,Virginia,Warren County,2016,39066
1567,Virginia,Warren County,2017,39563
1568,Virginia,Washington County,2011,54802
1569,Virginia,Washington County,2012,55096
1570,Virginia,Washington County,2013,54774
1571,Virginia,Washington County,2014,54581
1572,Virginia,Washington County,2015,54308
1573,Virginia,Washington County,2016,54237
1574,Virginia,Washington County,2017,54387
1575,Virginia,Westmoreland County,2011,17626
1576,Virginia,Westmoreland County,2012,17507
1577,Virginia,Westmoreland County,2013,17547
1578,Virginia,Westmoreland County,2014,17439
1579,Virginia,Westmoreland County,2015,17553
1580,Virginia,Westmoreland County,2016,17659
1581,Virginia,Westmoreland County,2017,17780
1582,Virginia,Wise County,2011,41439
1583,Virginia,Wise County,2012,40899
1584,Virginia,Wise County,2013,40653
1585,Virginia,Wise County,2014,39884
1586,Virginia,Wise County,2015,39540
1587,Virginia,Wise County,2016,39034
1588,Virginia,Wise County,2017,38586
1589,Virginia,Wythe County,2011,29188
1590,Virginia,Wythe County,2012,29317
1591,Virginia,Wythe County,2013,29272
1592,Virginia,Wythe County,2014,29045
1593,Virginia,Wythe County,2015,29101
1594,Virginia,Wythe County,2016,28942
1595,Virginia,Wythe County,2017,28882
1596,Virginia,York County,2011,65861
1597,Virginia,York County,2012,65892
1598,Virginia,York County,2013,66079
1599,Virginia,York County,2014,66601
1600,Virginia,York County,2015,67821
1601,Virginia,York County,2016,67742
1602,Virginia,York County,2017,67739
1603,Virginia,Alexandria city,2011,144598
1604,Virginia,Alexandria city,2012,147528
1605,Virginia,Alexandria city,2013,150268
1606,Virginia,Alexandria city,2014,151828
1607,Virginia,Alexandria city,2015,154132
1608,Virginia,Alexandria city,2016,157288
1609,Virginia,Alexandria city,2017,160035
1610,Virginia,Bristol city,2011,17721
1611,Virginia,Bristol city,2012,17702
1612,Virginia,Bristol city,2013,17398
1613,Virginia,Bristol city,2014,17212
1614,Virginia,Bristol city,2015,17058
1615,Virginia,Bristol city,2016,16927
1616,Virginia,Bristol city,2017,16790
1617,Virginia,Buena Vista city,2011,6720
1618,Virginia,Buena Vista city,2012,6756
1619,Virginia,Buena Vista city,2013,6663
1620,Virginia,Buena Vista city,2014,6560
1621,Virginia,Buena Vista city,2015,6543
1622,Virginia,Buena Vista city,2016,6384
1623,Virginia,Buena Vista city,2017,6327
1624,Virginia,Charlottesville city,2011,43835
1625,Virginia,Charlottesville city,2012,44601
1626,Virginia,Charlottesville city,2013,45081
1627,Virginia,Charlottesville city,2014,45575
1628,Virginia,Charlottesville city,2015,46476
1629,Virginia,Charlottesville city,2016,47286
1630,Virginia,Charlottesville city,2017,48019
1631,Virginia,Chesapeake city,2011,225381
1632,Virginia,Chesapeake city,2012,228100
1633,Virginia,Chesapeake city,2013,230410
1634,Virginia,Chesapeake city,2014,233430
1635,Virginia,Chesapeake city,2015,235192
1636,Virginia,Chesapeake city,2016,237621
1637,Virginia,Chesapeake city,2017,240397
1638,Virginia,Colonial Heights city,2011,17286
1639,Virginia,Colonial Heights city,2012,17380
1640,Virginia,Colonial Heights city,2013,17488
1641,Virginia,Colonial Heights city,2014,17452
1642,Virginia,Colonial Heights city,2015,17496
1643,Virginia,Colonial Heights city,2016,17642
1644,Virginia,Colonial Heights city,2017,17830
1645,Virginia,Covington city,2011,5917
1646,Virginia,Covington city,2012,5845
1647,Virginia,Covington city,2013,5832
1648,Virginia,Covington city,2014,5773
1649,Virginia,Covington city,2015,5655
1650,Virginia,Covington city,2016,5582
1651,Virginia,Covington city,2017,5531
1652,Virginia,Danville city,2011,42642
1653,Virginia,Danville city,2012,42705
1654,Virginia,Danville city,2013,42632
1655,Virginia,Danville city,2014,42242
1656,Virginia,Danville city,2015,41910
1657,Virginia,Danville city,2016,41643
1658,Virginia,Danville city,2017,41130
1659,Virginia,Emporia city,2011,5838
1660,Virginia,Emporia city,2012,5811
1661,Virginia,Emporia city,2013,5691
1662,Virginia,Emporia city,2014,5599
1663,Virginia,Emporia city,2015,5529
1664,Virginia,Emporia city,2016,5375
1665,Virginia,Emporia city,2017,5282
1666,Virginia,Fairfax city,2011,22482
1667,Virginia,Fairfax city,2012,22892
1668,Virginia,Fairfax city,2013,23270
1669,Virginia,Fairfax city,2014,23304
1670,Virginia,Fairfax city,2015,23404
1671,Virginia,Fairfax city,2016,23827
1672,Virginia,Fairfax city,2017,24097
1673,Virginia,Falls Church city,2011,12715
1674,Virginia,Falls Church city,2012,13125
1675,Virginia,Falls Church city,2013,13416
1676,Virginia,Falls Church city,2014,13465
1677,Virginia,Falls Church city,2015,13881
1678,Virginia,Falls Church city,2016,13868
1679,Virginia,Falls Church city,2017,14583
1680,Virginia,Franklin city,2011,8448
1681,Virginia,Franklin city,2012,8484
1682,Virginia,Franklin city,2013,8541
1683,Virginia,Franklin city,2014,8395
1684,Virginia,Franklin city,2015,8329
1685,Virginia,Franklin city,2016,8228
1686,Virginia,Franklin city,2017,8176
1687,Virginia,Fredericksburg city,2011,25761
1688,Virginia,Fredericksburg city,2012,27186
1689,Virginia,Fredericksburg city,2013,27833
1690,Virginia,Fredericksburg city,2014,28227
1691,Virginia,Fredericksburg city,2015,27985
1692,Virginia,Fredericksburg city,2016,28271
1693,Virginia,Fredericksburg city,2017,28360
1694,Virginia,Galax city,2011,6845
1695,Virginia,Galax city,2012,6857
1696,Virginia,Galax city,2013,6936
1697,Virginia,Galax city,2014,6908
1698,Virginia,Galax city,2015,6806
1699,Virginia,Galax city,2016,6664
1700,Virginia,Galax city,2017,6625
1701,Virginia,Hampton city,2011,136567
1702,Virginia,Hampton city,2012,137099
1703,Virginia,Hampton city,2013,137301
1704,Virginia,Hampton city,2014,137675
1705,Virginia,Hampton city,2015,136296
1706,Virginia,Hampton city,2016,135332
1707,Virginia,Hampton city,2017,134669
1708,Virginia,Harrisonburg city,2011,49998
1709,Virginia,Harrisonburg city,2012,51355
1710,Virginia,Harrisonburg city,2013,51635
1711,Virginia,Harrisonburg city,2014,52658
1712,Virginia,Harrisonburg city,2015,52869
1713,Virginia,Harrisonburg city,2016,53943
1714,Virginia,Harrisonburg city,2017,54215
1715,Virginia,Hopewell city,2011,22505
1716,Virginia,Hopewell city,2012,22319
1717,Virginia,Hopewell city,2013,22175
1718,Virginia,Hopewell city,2014,22117
1719,Virginia,Hopewell city,2015,22233
1720,Virginia,Hopewell city,2016,22619
1721,Virginia,Hopewell city,2017,22621
1722,Virginia,Lexington city,2011,6966
1723,Virginia,Lexington city,2012,7009
1724,Virginia,Lexington city,2013,7140
1725,Virginia,Lexington city,2014,7116
1726,Virginia,Lexington city,2015,7117
1727,Virginia,Lexington city,2016,7087
1728,Virginia,Lexington city,2017,7106
1729,Virginia,Lynchburg city,2011,76618
1730,Virginia,Lynchburg city,2012,77285
1731,Virginia,Lynchburg city,2013,77999
1732,Virginia,Lynchburg city,2014,78134
1733,Virginia,Lynchburg city,2015,79146
1734,Virginia,Lynchburg city,2016,79912
1735,Virginia,Lynchburg city,2017,80995
1736,Virginia,Manassas city,2011,39174
1737,Virginia,Manassas city,2012,40340
1738,Virginia,Manassas city,2013,41183
1739,Virginia,Manassas city,2014,41210
1740,Virginia,Manassas city,2015,41542
1741,Virginia,Manassas city,2016,41457
1742,Virginia,Manassas city,2017,41501
1743,Virginia,Manassas Park city,2011,15092
1744,Virginia,Manassas Park city,2012,15422
1745,Virginia,Manassas Park city,2013,15947
1746,Virginia,Manassas Park city,2014,15938
1747,Virginia,Manassas Park city,2015,16026
1748,Virginia,Manassas Park city,2016,16085
1749,Virginia,Manassas Park city,2017,16591
1750,Virginia,Martinsville city,2011,13593
1751,Virginia,Martinsville city,2012,13486
1752,Virginia,Martinsville city,2013,13414
1753,Virginia,Martinsville city,2014,13321
1754,Virginia,Martinsville city,2015,13282
1755,Virginia,Martinsville city,2016,13119
1756,Virginia,Martinsville city,2017,13142
1757,Virginia,Newport News city,2011,180135
1758,Virginia,Newport News city,2012,180100
1759,Virginia,Newport News city,2013,181364
1760,Virginia,Newport News city,2014,181653
1761,Virginia,Newport News city,2015,181083
1762,Virginia,Newport News city,2016,180388
1763,Virginia,Newport News city,2017,179388
1764,Virginia,Norfolk city,2011,243725
1765,Virginia,Norfolk city,2012,246160
1766,Virginia,Norfolk city,2013,245601
1767,Virginia,Norfolk city,2014,246574
1768,Virginia,Norfolk city,2015,246352
1769,Virginia,Norfolk city,2016,245532
1770,Virginia,Norfolk city,2017,244703
1771,Virginia,Norton city,2011,4096
1772,Virginia,Norton city,2012,4135
1773,Virginia,Norton city,2013,4111
1774,Virginia,Norton city,2014,4152
1775,Virginia,Norton city,2015,4027
1776,Virginia,Norton city,2016,3988
1777,Virginia,Norton city,2017,3936
1778,Virginia,Petersburg city,2011,32079
1779,Virginia,Petersburg city,2012,31990
1780,Virginia,Petersburg city,2013,32311
1781,Virginia,Petersburg city,2014,32240
1782,Virginia,Petersburg city,2015,32034
1783,Virginia,Petersburg city,2016,31850
1784,Virginia,Petersburg city,2017,31750
1785,Virginia,Poquoson city,2011,12039
1786,Virginia,Poquoson city,2012,12111
1787,Virginia,Poquoson city,2013,12091
1788,Virginia,Poquoson city,2014,12004
1789,Virginia,Poquoson city,2015,12013
1790,Virginia,Poquoson city,2016,11947
1791,Virginia,Poquoson city,2017,12053
1792,Virginia,Portsmouth city,2011,95738
1793,Virginia,Portsmouth city,2012,96465
1794,Virginia,Portsmouth city,2013,96069
1795,Virginia,Portsmouth city,2014,95802
1796,Virginia,Portsmouth city,2015,96241
1797,Virginia,Portsmouth city,2016,94997
1798,Virginia,Portsmouth city,2017,94572
1799,Virginia,Radford city,2011,16824
1800,Virginia,Radford city,2012,16716
1801,Virginia,Radford city,2013,17124
1802,Virginia,Radford city,2014,17389
1803,Virginia,Radford city,2015,17319
1804,Virginia,Radford city,2016,17410
1805,Virginia,Radford city,2017,17658
1806,Virginia,Richmond city,2011,206410
1807,Virginia,Richmond city,2012,210842
1808,Virginia,Richmond city,2013,214012
1809,Virginia,Richmond city,2014,217185
1810,Virginia,Richmond city,2015,220943
1811,Virginia,Richmond city,2016,225288
1812,Virginia,Richmond city,2017,227032
1813,Virginia,Roanoke city,2011,96846
1814,Virginia,Roanoke city,2012,98098
1815,Virginia,Roanoke city,2013,98938
1816,Virginia,Roanoke city,2014,99520
1817,Virginia,Roanoke city,2015,99823
